old_path	new_path	source	confidence
sources/sources/com/tsf/shell/f/g/a/b.java	sources/sources/com/tsf/shell/f/g/a/GestureMenuOverlay.java	direct_diff	57
sources/sources/com/tsf/shell/f/g/a/h.java	sources/sources/com/tsf/shell/f/g/a/GestureMenuRenderer.java	direct_diff	58
sources/sources/com/tsf/shell/f/g/a/g.java	sources/sources/com/tsf/shell/f/g/a/GestureMenuTextItem.java	direct_diff	39
sources/sources/com/tsf/shell/f/h/e.java	sources/sources/com/tsf/shell/f/h/DockOperationBorder.java	direct_diff	76
sources/sources/com/tsf/shell/f/h/a.java	sources/sources/com/tsf/shell/f/h/WorkspaceContainer.java	direct_diff	84
sources/sources/com/tsf/shell/f/h/c.java	sources/sources/com/tsf/shell/f/h/WorkspaceDockPanel.java	direct_diff	53
sources/sources/com/tsf/shell/f/h/b.java	sources/sources/com/tsf/shell/f/h/WorkspaceStateController.java	direct_diff	59
sources/sources/com/tsf/shell/f/h/d.java	sources/sources/com/tsf/shell/f/h/WorkspaceTouchController.java	direct_diff	87
sources/sources/com/tsf/shell/f/h/f.java	sources/sources/com/tsf/shell/f/h/WorkspaceWidgetPanel.java	direct_diff	60
sources/sources/com/tsf/shell/f/h/a/b.java	sources/sources/com/tsf/shell/f/h/a/ScenePositionConfig.java	direct_diff	86
sources/sources/com/tsf/shell/f/h/a/c.java	sources/sources/com/tsf/shell/f/h/a/WorkspacePreviewNode.java	direct_diff	60
sources/sources/com/tsf/shell/f/h/a/a.java	sources/sources/com/tsf/shell/f/h/a/WorkspaceSceneNode.java	direct_diff	83
sources/sources/com/tsf/shell/f/h/a/a/c.java	sources/sources/com/tsf/shell/f/h/a/a/SceneElementBase.java	direct_diff	67
sources/sources/com/tsf/shell/f/h/a/a/f.java	sources/sources/com/tsf/shell/f/h/a/a/SceneElementConfig.java	direct_diff	63
sources/sources/com/tsf/shell/f/h/a/a/e.java	sources/sources/com/tsf/shell/f/h/a/a/SceneElementHandler.java	direct_diff	71
sources/sources/com/tsf/shell/f/h/a/a/d.java	sources/sources/com/tsf/shell/f/h/a/a/SceneElementRenderer.java	direct_diff	59
sources/sources/com/tsf/shell/f/h/a/a/b.java	sources/sources/com/tsf/shell/f/h/a/a/SceneNodeAnimator.java	direct_diff	63
sources/sources/com/tsf/shell/f/h/a/a/a.java	sources/sources/com/tsf/shell/f/h/a/a/SceneNodeContainer.java	direct_diff	52
sources/sources/com/tsf/shell/f/h/a/a/a/e.java	sources/sources/com/tsf/shell/f/h/a/a/a/SceneBackgroundNode.java	direct_diff	39
sources/sources/com/tsf/shell/f/h/a/a/a/d.java	sources/sources/com/tsf/shell/f/h/a/a/a/SceneDecorNode.java	direct_diff	75
sources/sources/com/tsf/shell/f/h/a/a/a/g.java	sources/sources/com/tsf/shell/f/h/a/a/a/SceneIndicatorNode.java	direct_diff	92
sources/sources/com/tsf/shell/f/h/a/a/a/a.java	sources/sources/com/tsf/shell/f/h/a/a/a/SceneInteractionHandler.java	direct_diff	76
sources/sources/com/tsf/shell/f/h/a/a/a/f.java	sources/sources/com/tsf/shell/f/h/a/a/a/SceneOverlayNode.java	direct_diff	77
sources/sources/com/tsf/shell/f/h/a/a/a/c.java	sources/sources/com/tsf/shell/f/h/a/a/a/SceneSurfaceNode.java	direct_diff	73
sources/sources/com/tsf/shell/f/h/a/a/a/b.java	sources/sources/com/tsf/shell/f/h/a/a/a/WorkspaceSceneRoot.java	direct_diff	83
sources/sources/com/tsf/shell/f/h/a/b/a.java	sources/sources/com/tsf/shell/f/h/a/b/SceneAnimationController.java	direct_diff	61
sources/sources/com/tsf/shell/f/h/a/b/b.java	sources/sources/com/tsf/shell/f/h/a/b/SceneAnimationHandler.java	direct_diff	69
sources/sources/com/tsf/shell/f/i/a.java	sources/sources/com/tsf/shell/f/i/MultiSelectController.java	direct_diff	52
sources/sources/com/tsf/shell/f/i/b.java	sources/sources/com/tsf/shell/f/i/PageItem.java	direct_diff	68
sources/sources/com/tsf/shell/f/i/c.java	sources/sources/com/tsf/shell/f/i/ShortcutItem.java	direct_diff	69
sources/sources/com/tsf/shell/f/i/a/c.java	sources/sources/com/tsf/shell/f/i/_a/WidgetItemTouchHandler.java	direct_diff	64
sources/sources/com/tsf/shell/f/i/a/a.java	sources/sources/com/tsf/shell/f/i/_a/WidgetWallpaperHandler.java	direct_diff	62
sources/sources/com/tsf/shell/f/i/b/b/a.java	sources/sources/com/tsf/shell/f/i/_b/b/WidgetShell.java	direct_diff	74
sources/sources/com/tsf/shell/f/i/b/c/b.java	sources/sources/com/tsf/shell/f/i/_b/c/WidgetItemData.java	direct_diff	82
sources/sources/com/tsf/shell/f/i/b/d/k.java	sources/sources/com/tsf/shell/f/i/_b/d/ItemPositionAnimator.java	direct_diff	82
